team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Red Star Belgrade,Red Star Belgrade,2015/2016,Serbia,37,19,18,0,30,15,15,5,2,3,2,2,0,2.57,2.47,2.67,2,1,1,1,97,27,70,124,59,65,45,52,14,13,31,39,34,38,31,123,122,125,18,9,9,19,10,9,2,0,2,24,15,9,208,122,86,68,37,31,60,60,60,397,247,150,191,118,73,206,129,77,476,307,169,32,12,20,17,7,10,15,5,10,16,7,9,15,9,6,6,3,3,1.7,1.58,1.83,3.35,3.11,3.61,2.62,2.37,2.89,0.73,0.74,0.72,1.32,1,1.67,0.86,0.63,1.11,0.46,0.37,0.56,35,32,24,15,9,4,19,17,11,8,3,1,16,15,13,7,6,3,2,5,13,22,28,33,0,2,8,11,16,18,2,3,5,11,12,15,95,86,65,41,24,11,100,89,58,42,16,5,89,83,72,39,33,17,5,14,35,59,76,89,0,11,42,58,84,95,11,17,28,61,67,83,25,13,8,13,4,1,12,9,7,68,35,22,68,21,5,67,50,39,81,79,83,-6,49,47,50,51,53,50,5,0,11,65,79,50,24,13,11,65,68,61,17,9,8,46,47,44,8,3,5,22,16,28,43,37,50,41,47,33,16,16,17,6.71,6.78,6.62,1.84,1.95,1.72,90,71,57,42,32,26,13,10,0.00,0.00,0.00,0.00,0.00,0.00,103,3,3,8,8,14,13,12,14,22,4,3,2,4,5,2,3,2,2,14,11,17,5,11,0,6
FK Partizan Beograd,Partizan,2015/2016,Serbia,37,19,18,0,20,13,7,7,2,5,10,4,6,1.81,2.16,1.44,3,2,4,2,72,44,28,116,60,56,42,30,18,26,24,4,46,41,54,76,95,63,10,7,3,23,10,13,5,3,2,19,11,8,198,122,76,92,43,49,62,62,61,323,202,121,158,100,58,165,102,63,448,222,226,35,23,12,23,10,13,12,13,-1,15,10,5,11,6,5,11,3,8,1.51,1.89,1.11,3.14,3.16,3.11,1.95,2.21,1.67,1.19,0.95,1.44,1.57,1.74,1.39,0.95,1.21,0.67,0.62,0.53,0.72,36,31,27,15,6,1,18,17,14,6,4,1,18,14,13,9,2,0,1,6,10,22,31,36,1,2,5,13,15,18,0,4,5,9,16,18,97,84,73,41,16,3,95,89,74,32,21,5,100,78,72,50,11,0,3,16,27,59,84,97,5,11,26,68,79,95,0,22,28,50,89,100,31,19,7,16,12,5,15,7,2,84,51,19,84,63,26,83,39,11,54,68,39,17,27,37,17,62,53,72,14,16,11,51,58,44,19,11,8,51,58,44,15,5,10,41,26,56,9,6,3,24,32,17,41,53,28,30,32,28,30,16,44,7.07,8.13,5.85,2.49,2.26,2.72,96,79,68,50,36,21,18,14,0.00,0.00,0.00,0.00,0.00,0.00,89,6,8,7,8,13,5,8,9,8,5,7,4,6,2,6,2,6,6,19,11,28,27,21,33,11
FK Radnik Surdulica,Radnik Surdulica,2015/2016,Serbia,37,18,19,0,11,8,3,11,6,5,15,4,11,1.19,1.67,0.74,7,9,13,11,41,65,-24,106,45,61,22,19,23,42,-1,-23,81,74,90,51,70,41,9,6,3,22,10,12,10,4,6,18,12,6,102,47,55,102,51,51,46,47,44,238,121,117,130,81,49,108,40,68,465,213,252,22,11,11,29,11,18,-7,0,-7,8,4,4,18,11,7,11,3,8,1.14,1.28,1,2.86,2.5,3.21,1.11,1.22,1,1.76,1.28,2.21,1.38,1.22,1.53,0.59,0.61,0.58,0.78,0.61,0.95,33,29,21,14,7,2,16,13,9,6,1,0,17,16,12,8,6,2,4,8,16,23,30,35,2,5,9,12,17,18,2,3,7,11,13,17,89,78,57,38,19,5,89,72,50,33,6,0,89,84,63,42,32,11,11,22,43,62,81,95,11,28,50,67,94,100,11,16,37,58,68,89,26,19,5,11,9,2,15,10,3,70,51,14,61,50,11,79,53,16,30,44,16,19,24,33,16,59,56,63,27,22,32,49,67,32,18,10,8,49,56,42,18,9,9,49,50,47,12,6,6,32,33,32,22,22,21,49,61,37,30,17,42,3.64,3.92,3.44,2.76,2.83,2.68,86,68,56,50,28,14,7,7,0.00,0.00,0.00,0.00,0.00,0.00,78,7,6,5,3,1,4,4,5,6,7,2,6,8,8,7,7,9,11,30,33,26,41,22,58,4
FK Javor Ivanjica,Javor Ivanjica,2015/2016,Serbia,37,19,18,0,10,5,5,13,7,6,14,7,7,1.16,1.16,1.17,6,14,7,12,25,29,-4,54,28,26,13,12,15,14,-2,-2,132,132,134,115,114,115,16,8,8,9,5,4,19,10,9,12,6,6,79,29,50,74,34,40,52,56,50,198,74,124,101,40,61,97,34,63,331,75,256,10,7,3,17,8,9,-7,-1,-6,5,4,1,19,9,10,13,6,7,0.92,1.11,0.72,1.46,1.47,1.44,0.68,0.68,0.67,0.78,0.79,0.78,0.73,0.79,0.67,0.27,0.37,0.17,0.46,0.42,0.5,30,17,5,1,1,0,15,9,4,0,0,0,15,8,1,1,1,0,7,20,32,36,36,37,4,10,15,19,19,19,3,10,17,17,17,18,81,46,14,3,3,0,79,47,21,0,0,0,83,44,6,6,6,0,19,54,86,97,97,100,21,53,79,100,100,100,17,56,94,94,94,100,20,6,1,11,4,0,9,2,1,54,16,3,58,21,0,50,11,6,27,26,28,-1,43,42,44,24,26,22,51,53,50,32,32,33,22,12,10,59,63,56,29,14,15,78,74,83,3,1,2,8,5,11,14,21,6,51,47,56,35,32,39,3.95,5.80,3.33,2.06,1.89,2.22,75,65,50,45,35,30,20,5,0.00,0.00,0.00,0.00,0.00,0.00,19,3,1,2,3,3,4,0,5,4,6,1,5,5,0,3,2,3,4,35,37,33,38,37,39,5
FK Voždovac,Voždovac,2015/2016,Serbia,37,18,19,0,11,8,3,12,2,10,14,8,6,1.22,1.44,1,8,10,8,8,34,36,-2,70,40,30,21,13,19,17,2,-4,98,77,132,93,85,101,16,7,9,14,7,7,16,6,10,13,9,4,108,75,33,120,59,61,50,52,46,241,177,64,98,71,27,143,106,37,607,367,240,16,11,5,13,7,6,3,4,-1,10,6,4,20,8,12,7,4,3,1.35,1.44,1.26,1.89,2.22,1.58,0.92,1.17,0.68,0.97,1.06,0.89,0.78,1,0.58,0.43,0.61,0.26,0.35,0.39,0.32,28,22,12,5,3,0,16,10,7,4,3,0,12,12,5,1,0,0,9,15,25,32,34,37,2,8,11,14,15,18,7,7,14,18,19,19,76,59,32,14,8,0,89,56,39,22,17,0,63,63,26,5,0,0,24,41,68,86,92,100,11,44,61,78,83,100,37,37,74,95,100,100,19,7,3,11,4,3,8,3,0,51,19,8,61,22,17,42,16,0,30,44,16,9,43,39,47,38,39,37,43,33,53,35,50,21,27,12,15,73,67,79,24,10,14,65,56,74,4,3,1,11,17,5,27,33,21,54,44,63,19,22,16,3.86,4.41,3.00,3.24,3.28,3.21,68,54,46,28,14,7,4,0,0.00,0.00,0.00,0.00,0.00,0.00,43,3,4,2,4,4,2,4,6,5,3,3,5,2,2,3,5,9,4,32,11,53,38,44,32,0
FK Rad Beograd,Rad Beograd,2015/2016,Serbia,37,18,19,0,9,6,3,13,7,6,15,5,10,1.08,1.39,0.79,2,13,11,13,40,47,-7,87,50,37,26,14,24,23,2,-9,83,63,122,71,68,74,5,4,1,19,10,9,15,5,10,14,11,3,127,72,55,104,46,58,46,47,44,239,130,109,126,74,52,113,56,57,577,274,303,16,11,5,27,13,14,-11,-2,-9,7,6,1,14,5,9,16,7,9,0.95,1.28,0.63,2.35,2.78,1.95,1.08,1.44,0.74,1.27,1.33,1.21,1.16,1.33,1,0.43,0.61,0.26,0.73,0.72,0.74,35,24,14,8,4,2,17,13,8,6,4,2,18,11,6,2,0,0,2,13,23,29,33,35,1,5,10,12,14,16,1,8,13,17,19,19,95,65,38,22,11,5,94,72,44,33,22,11,95,58,32,11,0,0,5,35,62,78,89,95,6,28,56,67,78,89,5,42,68,89,100,100,29,11,3,15,6,3,14,5,0,78,30,8,83,33,17,74,26,0,24,33,16,14,14,22,5,51,56,47,41,28,53,38,61,16,13,7,6,35,39,32,23,9,14,62,50,74,9,5,4,24,28,21,19,33,5,38,28,47,43,39,47,4.23,4.80,3.67,2.89,2.56,3.22,77,67,53,43,33,20,13,10,0.00,0.00,0.00,0.00,0.00,0.00,57,4,3,4,3,5,6,4,3,8,5,6,3,10,6,4,2,7,4,35,39,32,41,28,53,7
FK Borac Čačak,Borac Čačak,2015/2016,Serbia,37,19,18,0,14,10,4,11,5,6,12,4,8,1.43,1.84,1,6,3,10,6,46,43,3,89,53,36,32,14,21,22,11,-8,73,54,115,78,81,74,13,7,6,18,11,7,12,4,8,17,11,6,145,93,52,105,47,58,49,51,48,215,140,75,101,68,33,114,72,42,599,311,288,20,12,8,20,9,11,0,3,-3,11,8,3,17,7,10,9,4,5,1.35,1.63,1.06,2.41,2.79,2,1.24,1.68,0.78,1.16,1.11,1.22,1.08,1.11,1.06,0.54,0.63,0.44,0.54,0.47,0.61,31,24,15,9,6,4,16,13,11,6,4,3,15,11,4,3,2,1,6,13,22,28,31,33,3,6,8,13,15,16,3,7,14,15,16,17,84,65,41,24,16,11,84,68,58,32,21,16,83,61,22,17,11,6,16,35,59,76,84,89,16,32,42,68,79,84,17,39,78,83,89,94,23,11,5,13,6,2,10,5,3,62,30,14,68,32,11,56,28,17,38,53,22,20,35,37,33,49,58,39,32,21,44,46,58,33,24,13,11,65,68,61,21,10,11,57,53,61,6,2,4,16,11,22,30,42,17,46,37,56,24,21,28,4.68,5.47,3.71,2.84,2.47,3.22,81,68,61,35,35,23,6,3,0.00,0.00,0.00,0.00,0.00,0.00,62,5,2,7,4,2,6,3,9,8,4,4,3,5,7,2,3,8,7,30,26,33,32,21,44,3
FK Vojvodina Novi Sad,Vojvodina,2015/2016,Serbia,37,18,19,0,16,10,6,11,4,7,10,4,6,1.59,1.89,1.32,1,4,5,4,57,44,13,101,52,49,32,25,20,24,12,1,58,51,68,76,81,71,12,7,5,20,9,11,9,4,5,21,13,8,127,74,53,111,51,60,50,52,49,213,123,90,100,60,40,113,63,50,531,257,274,29,19,10,18,6,12,11,13,-2,13,9,4,15,7,8,9,2,7,1.46,1.89,1.05,2.73,2.89,2.58,1.54,1.78,1.32,1.19,1.11,1.26,1.27,1.39,1.16,0.78,1.06,0.53,0.49,0.33,0.63,33,29,20,12,6,1,16,15,10,7,4,0,17,14,10,5,2,1,4,8,17,25,31,36,2,3,8,11,14,18,2,5,9,14,17,18,89,78,54,32,16,3,89,83,56,39,22,0,89,74,53,26,11,5,11,22,46,68,84,97,11,17,44,61,78,100,11,26,47,74,89,95,26,13,7,13,7,4,13,6,3,70,35,19,72,39,22,68,32,16,43,56,32,12,32,39,26,54,50,58,24,22,26,57,72,42,22,12,10,59,67,53,17,7,10,46,39,53,9,4,5,24,22,26,35,50,21,41,39,42,24,11,37,4.88,5.69,4.08,3,2.83,3.16,73,65,57,46,23,19,15,8,0.00,0.00,0.00,0.00,0.00,0.00,62,5,8,10,4,3,5,7,6,9,4,3,6,3,3,3,8,6,8,30,22,37,27,22,32,4
FK Spartak Subotica,Spartak Subotica,2015/2016,Serbia,37,18,19,0,11,7,4,11,4,7,15,7,8,1.19,1.39,1,1,12,9,10,37,42,-5,79,44,35,24,13,20,22,4,-9,90,68,132,79,81,78,13,6,7,13,8,5,19,8,11,13,7,6,60,26,34,92,33,59,46,50,43,128,59,69,60,24,36,68,35,33,307,107,200,23,15,8,20,10,10,3,5,-2,12,6,6,15,8,7,10,4,6,1.38,1.44,1.32,2.14,2.44,1.84,1,1.33,0.68,1.14,1.11,1.16,1.16,1.39,0.95,0.62,0.83,0.42,0.54,0.56,0.53,29,23,14,6,4,3,14,13,9,3,3,2,15,10,5,3,1,1,8,14,23,31,33,34,4,5,9,15,15,16,4,9,14,16,18,18,78,62,38,16,11,8,78,72,50,17,17,11,79,53,26,16,5,5,22,38,62,84,89,92,22,28,50,83,83,89,21,47,74,84,95,95,23,11,5,11,7,3,12,4,2,62,30,14,61,39,17,63,21,11,30,39,21,18,35,33,37,35,44,26,51,44,58,35,39,32,22,11,11,59,61,58,23,10,13,62,56,68,6,4,2,16,22,11,32,33,32,41,44,37,27,22,32,3.53,4.33,3.09,2.49,1.83,3.11,65,53,53,47,35,35,18,12,0.00,0.00,0.00,0.00,0.00,0.00,57,7,0,6,5,7,3,0,2,7,3,3,3,7,6,6,5,3,6,30,22,37,41,39,42,6
FK Radnički Niš,Radnički Niš,2015/2016,Serbia,37,18,19,0,16,8,8,9,6,3,12,4,8,1.54,1.67,1.42,4,6,3,5,40,35,5,75,29,46,18,22,11,24,7,-2,83,90,78,95,148,71,17,10,7,13,5,8,13,7,6,18,8,10,116,74,42,97,48,49,48,53,43,268,155,113,134,81,53,134,74,60,587,298,289,19,8,11,11,4,7,8,4,4,10,5,5,24,12,12,3,1,2,1.46,1.5,1.42,2.03,1.61,2.42,1.08,1,1.16,0.95,0.61,1.26,0.81,0.67,0.95,0.51,0.44,0.58,0.3,0.22,0.37,31,22,12,5,3,2,14,8,4,1,1,1,17,14,8,4,2,1,6,15,25,32,34,35,4,10,14,17,17,17,2,5,11,15,17,18,84,59,32,14,8,5,78,44,22,6,6,6,89,74,42,21,11,5,16,41,68,86,92,95,22,56,78,94,94,94,11,26,58,79,89,95,16,8,3,7,3,1,9,5,2,43,22,8,39,17,6,47,26,11,43,44,42,15,46,56,37,35,28,42,35,39,32,49,44,53,30,15,15,81,83,79,24,12,12,65,67,63,4,2,2,11,11,11,27,28,26,65,67,63,8,6,11,3.87,4.93,2.80,2.62,2.67,2.58,80,77,50,33,23,20,13,7,0.00,0.00,0.00,0.00,0.00,0.00,62,6,3,0,9,3,4,4,6,5,4,2,3,1,3,8,5,3,6,24,33,16,32,22,42,7
